,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
688,2018,22 Milhas,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,129932.0,2012041.0
689,2018,45 Anos,Ficção,Reino Unido,Estrangeira,Imovision,Distribuição Nacional,235.0,3440.0
690,2018,50 São Os Novos 30,Ficção,França,Estrangeira,Cineart Filmes,Distribuição Nacional,30288.0,440009.0
691,2018,7 Dias Em Entebbe,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Diamond Films,Distribuição Nacional,92344.0,1944624.0
692,2018,8 ½,Ficção,"França, Itália",Estrangeira,F. J. Cines,Distribuição Nacional,38.0,527.0
693,2018,A Abelhinha Maya - O Filme,Animação,Alemanha,Estrangeira,Playarte,Distribuição Nacional,100041.0,1433332.0
694,2018,A Amante,Ficção,"Bélgica, França, Tunísia",Estrangeira,Pandora Filmes,Distribuição Nacional,15666.0,253317.0
695,2018,A Aparição,Ficção,França,Estrangeira,Mares Filmes/A2 Filmes,Distribuição Nacional,7259.0,95618.0
696,2018,A Bela da Tarde*,Ficção,"França, Itália",Estrangeira,Zeta Filmes,Distribuição Nacional,1541.0,16747.0
697,2018,A Bela E A Fera (2017),Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,166.0,1580.0
698,2018,A Cabana,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,68.0,496.0
699,2018,A Cabeça De Gumercindo Saraiva,Ficção,Brasil,Brasileira,Elo Company,Distribuição Nacional,4959.0,53687.0
700,2018,A Casa Do Medo - Incidente Em Ghostland,Ficção,"Canadá, França",Estrangeira,Paris,Distribuição Nacional,226346.0,3155381.0
701,2018,A Casa Que Jack Construiu,Ficção,"Alemanha, Dinamarca, França, Suécia",Estrangeira,Califórnia,Distribuição Nacional,24296.0,400442.0
702,2018,A Cidade Do Futuro,Ficção,Brasil,Brasileira,Vitrine Filmes/Espaço Filmes,Distribuição Nacional,11786.0,153437.0
703,2018,A Cidade Onde Envelheço,Ficção,"Portugal, Brasil",Brasileira,Vitrine Filmes,Distribuição Nacional,23.0,130.0
704,2018,A Cidade é uma Só?,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,53.0,268.0
705,2018,A Câmera De Claire,Ficção,"Coréia do Sul, França",Estrangeira,Pandora Filmes,Distribuição Nacional,13719.0,208478.0
706,2018,A Destruição De Bernardet,Documentário,Brasil,Brasileira,Paleotv,Distribuição Nacional,1355.0,10352.0
707,2018,A Doce Vida,Ficção,"França, Itália",Estrangeira,F. J. Cines,Distribuição Nacional,32.0,397.0
708,2018,A Estrela de Belém*,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,3433.0,48319.0
709,2018,A Excêntrica Família De Gaspard,Ficção,França,Estrangeira,Bonfilm,Distribuição Nacional,2476.0,35868.0
710,2018,A Família Dionti,Ficção,Brasil,Brasileira,Arthouse,Distribuição Nacional,19.0,183.0
711,2018,A Festa,Ficção,Reino Unido,Estrangeira,Mares Filmes/A2 Filmes,Distribuição Nacional,47225.0,819540.0
712,2018,A Filha,Ficção,Austrália,Estrangeira,Supo Mungam Films,Distribuição Nacional,117.0,1531.0
713,2018,A Filosofia na Alcova,Ficção,Brasil,Brasileira,Espaço dos Satyros,Distribuição Nacional,1718.0,21637.0
714,2018,A Forma Da Água,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,863371.0,15264748.0
715,2018,A Freira,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,5293026.0,76375810.0
716,2018,A Fábrica De Nada,Ficção,Portugal,Estrangeira,Imovision,Distribuição Nacional,1732.0,24092.0
717,2018,A Garota Na Névoa,Ficção,Itália,Estrangeira,A2 Filmes,Distribuição Nacional,3929.0,52983.0
718,2018,A Gente,Documentário,Brasil,Brasileira,Olhar Distribuição,Distribuição Nacional,9.0,55.0
719,2018,A Grande Jogada,Ficção,"China, Estados Unidos",Estrangeira,Diamond Films,Distribuição Nacional,75815.0,1296763.0
720,2018,A Imagem Da Tolerância,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,671.0,10006.0
721,2018,A Justiceira,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,87722.0,1283058.0
722,2018,A Livraria,Ficção,"Alemanha, Espanha, Reino Unido",Estrangeira,Cineart Filmes,Distribuição Nacional,38135.0,591125.0
723,2018,A Luta Do Século,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,2569.0,30506.0
724,2018,A Maldição Da Casa Winchester,Ficção,"Austrália, Estados Unidos",Estrangeira,Paris,Distribuição Nacional,732481.0,10333087.0
725,2018,A Melhor Escolha,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,16226.0,352312.0
726,2018,A Misteriosa Morte De Pérola,Ficção,Brasil,Brasileira,Embaúba Filmes,Distribuição Nacional,147.0,1100.0
727,2018,A Montanha Matterhorn,Ficção,Holanda,Estrangeira,Filmes Da Mostra,Distribuição Nacional,2.0,22.0
728,2018,A Morte De Stalin,Ficção,"Estados Unidos, França, Reino Unido",Estrangeira,Paris,Distribuição Nacional,13193.0,237480.0
729,2018,A Morte Te Dá Parabéns,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,37.0,318.0
730,2018,A Moça Do Calendário,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,2716.0,24712.0
731,2018,A Natureza Do Tempo,Ficção,"Alemanha, Argélia, França",Estrangeira,Imovision,Distribuição Nacional,5113.0,90856.0
732,2018,A Noite De 12 Anos,Ficção,"Argentina, Espanha, Uruguai",Estrangeira,Vitrine Filmes,Distribuição Nacional,77878.0,1280611.0
733,2018,A Noite Devorou O Mundo,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,1415.0,25858.0
734,2018,A Noite Do Jogo,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,198467.0,3236121.0
735,2018,A Noiva Do Deserto,Ficção,"Argentina, Chile",Estrangeira,Imovision,Distribuição Nacional,6145.0,94437.0
736,2018,A Número Um,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,5810.0,89840.0
737,2018,A Odisseia,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,6253.0,101220.0
738,2018,A Origem do Dragão*,Ficção,"China, Estados Unidos",Estrangeira,Imagem,Distribuição Nacional,3279.0,41810.0
739,2018,A Outra Mulher,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,43625.0,748977.0
740,2018,A Prece,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,3775.0,57910.0
741,2018,A Primeira Noite De Crime,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,150746.0,2127142.0
742,2018,A primeira noite de um homem,Ficção,Estados Unidos,Estrangeira,Zeta Filmes,Distribuição Nacional,3859.0,45751.0
743,2018,A Pé Ele Não Vai Longe,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,10480.0,213298.0
744,2018,A Repartição Do Tempo,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,2497.0,34722.0
745,2018,A Rota Selvagem,Ficção,Estados Unidos,Estrangeira,Califórnia/Diamond Films,Distribuição Nacional,3651.0,58110.0
746,2018,A Superfície Da Sombra,Ficção,Brasil,Brasileira,Panda Filmes,Distribuição Nacional,1178.0,17097.0
747,2018,A Trama*,Ficção,França,Estrangeira,Esfera Produções,Distribuição Nacional,50.0,434.0
748,2018,A Tropa De Trapo - Na Selva Do Arco-Íris,Animação,"Brasil, Espanha",Brasileira,Raiz Distribuidora,Distribuição Nacional,108.0,520.0
749,2018,A Viagem De Fanny,Ficção,"Bélgica, França",Estrangeira,Alphaville Filmes,Distribuição Nacional,140.0,1849.0
750,2018,A Vida De Uma Mulher,Ficção,"Bélgica, França",Estrangeira,Alphaville Filmes,Distribuição Nacional,77.0,1012.0
751,2018,A Vida Em Família,Ficção,Itália,Estrangeira,Pagu Pictures,Distribuição Nacional,17070.0,281928.0
752,2018,A Vida Em Si,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,83520.0,1668722.0
753,2018,A Vida Extra-Ordinária De Tarso De Castro,Documentário,Brasil,Brasileira,Boulevard Filmes,Distribuição Nacional,1413.0,13578.0
754,2018,A Voz Do Silêncio,Ficção,"Argentina, Brasil",Brasileira,Imovision,Distribuição Nacional,2932.0,41423.0
755,2018,A Ópera de Paris*,Documentário,"França, Suíça",Estrangeira,Imovision,Distribuição Nacional,2069.0,32103.0
756,2018,A Última Abolição,Documentário,Brasil,Brasileira,Pipoca & Filmes,Distribuição Nacional,3791.0,49484.0
757,2018,A Última Chance,Ficção,Brasil,Brasileira,Europa,Distribuição Nacional,51.0,582.0
758,2018,Abrindo O Armário,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,1641.0,14791.0
759,2018,Acertando O Passo,Ficção,Reino Unido,Estrangeira,Califórnia,Distribuição Nacional,22073.0,378108.0
760,2018,Acossado,Ficção,França,Estrangeira,Zeta Filmes,Distribuição Nacional,4540.0,50100.0
761,2018,Acrimônia - Ela Quer Vingança,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,3159.0,58303.0
762,2018,Adeus à Linguagem,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,330.0,3069.0
763,2018,Afterimage,Ficção,Polônia,Estrangeira,Imovision,Distribuição Nacional,25.0,211.0
764,2018,Alfa,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,508192.0,7754800.0
765,2018,Alguma Coisa Assim,Ficção,"Alemanha, Brasil",Brasileira,Vitrine Filmes,Distribuição Nacional,5576.0,71523.0
766,2018,Alguém Como Eu,Ficção,"Portugal, Brasil",Brasileira,Downtown/Paris,Distribuição Nacional,28530.0,402739.0
767,2018,Altas Expectativas,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,2.0,9.0
768,2018,Além Da Ilusão,Ficção,"Bélgica, França",Estrangeira,Alphaville Filmes,Distribuição Nacional,143.0,1990.0
769,2018,Além Das Palavras,Ficção,"Bélgica, Reino Unido",Estrangeira,Cineart Filmes,Distribuição Nacional,158.0,1716.0
770,2018,Além Do Homem,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,2841.0,47539.0
771,2018,Amanhã Chegou,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,686.0,6033.0
772,2018,Amante Por Um Dia,Ficção,França,Estrangeira,Fênix Filmes,Distribuição Nacional,11284.0,156568.0
773,2018,Amigos Alienígenas,Animação,"Alemanha, Dinamarca, Luxemburgo",Estrangeira,Playarte,Distribuição Nacional,52098.0,757468.0
774,2018,Amores De Chumbo,Ficção,Brasil,Brasileira,Elo Company,Distribuição Nacional,2456.0,21529.0
775,2018,Ana E Vitória,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,72919.0,992171.0
776,2018,Animais Fantásticos E Onde Habitam,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Warner,Distribuição Internacional,211.0,3915.0
777,2018,Animais Fantásticos: Os Crimes De Grindelwald,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Warner,Distribuição Internacional,3550891.0,59301701.0
778,2018,Anna Karenina: A História De Vronsky,Ficção,Rússia,Estrangeira,Umes,Distribuição Nacional,10085.0,165145.0
779,2018,Antes Do Fim,Ficção,Brasil,Brasileira,Bela Filmes,Distribuição Nacional,1251.0,11961.0
780,2018,Antes o Tempo não Acabava*,Ficção,Brasil,Brasileira,Livres Filmes,Distribuição Nacional,40.0,175.0
781,2018,Antes Que Eu Me Esqueça,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,16232.0,281853.0
782,2018,Antes Que Tudo Desapareça,Ficção,Japão,Estrangeira,Zeta Filmes,Distribuição Nacional,1937.0,27599.0
783,2018,Aos Teus Olhos,Ficção,Brasil,Brasileira,Pagu Pictures,Distribuição Nacional,27870.0,463560.0
784,2018,Aprender A Ler Pra Ensinar Meus Camaradas,Documentário,Brasil,Brasileira,Griot Produções,Distribuição Nacional,37.0,545.0
785,2018,Aquaman,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,5584309.0,92326364.0
786,2018,Aquarius,Ficção,"Brasil, França",Brasileira,Vitrine Filmes,Distribuição Nacional,131.0,898.0
787,2018,Arminda Lopes - A Estética Além Da Dor,Documentário,Brasil,Brasileira,Lança Filmes,Distribuição Nacional,30.0,155.0
788,2018,Arranha-Céu : Coragem Sem Limite,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,947992.0,14516464.0
789,2018,Artista Do Disastre,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,8237.0,158037.0
790,2018,Arábia,Ficção,Brasil,Brasileira,Embaúba Filmes/Pique-Bandeira Filmes,Distribuição Nacional,11749.0,157981.0
791,2018,As Aventuras De Ozzy,Animação,"Canadá, Espanha",Estrangeira,Playarte,Distribuição Nacional,107.0,1176.0
792,2018,As Aventuras de Tadeo 2 - O Segredo do Rei Midas*,Animação,Espanha,Estrangeira,Paramount,Distribuição Internacional,31358.0,381646.0
793,2018,As Aventuras Do Capitão Cueca - O Filme,Animação,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1026.0,8678.0
794,2018,As Boas Maneiras,Ficção,"França, Brasil",Brasileira,Imovision,Distribuição Nacional,11394.0,172502.0
795,2018,As Duas Irenes,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,102.0,286.0
796,2018,As Falsas Confidências,Ficção,França,Estrangeira,Supo Mungam Films,Distribuição Nacional,62.0,917.0
797,2018,As Herdeiras,Ficção,"Brasil, Alemanha, França, Noruega, Paraguai, Uruguai",Brasileira,Imovision,Distribuição Nacional,22617.0,359554.0
798,2018,As Viúvas,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,149020.0,2682351.0
799,2018,Asako I & Ii,Ficção,"França, Japão",Estrangeira,Zeta Filmes,Distribuição Nacional,1820.0,29009.0
800,2018,Assassinato no Expresso do Oriente*,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,85129.0,1666593.0
801,2018,Assim é a Vida*,Ficção,França,Estrangeira,Paris,Distribuição Nacional,6306.0,94403.0
802,2018,Até Nunca Mais,Ficção,"França, Portugal",Estrangeira,Alphaville Filmes,Distribuição Nacional,175.0,1777.0
803,2018,Auto De Resistência,Documentário,Brasil,Brasileira,Arthouse,Distribuição Nacional,2940.0,39835.0
804,2018,Baronesa,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,6344.0,48365.0
805,2018,Barreiras,Ficção,"Bélgica, Luxemburgo",Estrangeira,Pandora Filmes,Distribuição Nacional,80.0,615.0
806,2018,Baseado Em Fatos Reais,Ficção,"Bélgica, França, Polônia",Estrangeira,Paris,Distribuição Nacional,36726.0,725547.0
807,2018,Beira Mar,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,5.0,82.0
808,2018,Benzinho,Ficção,"Brasil, Uruguai",Brasileira,Vitrine Filmes,Distribuição Nacional,39284.0,597147.0
809,2018,Berenice Procura,Ficção,Brasil,Brasileira,H2O Films,Distribuição Nacional,6138.0,92563.0
810,2018,Bergman - 100 Anos,Documentário,Suécia,Estrangeira,Imovision,Distribuição Nacional,11263.0,171945.0
811,2018,"Big Pai, Big Filho*",Animação,Bélgica,Estrangeira,Imagem,Distribuição Nacional,1017.0,8663.0
812,2018,Blade Runner 2049,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,224.0,1743.0
813,2018,Blitz,Ficção,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,11.0,111.0
814,2018,Blow-Up - Depois Daquele Beijo*,Ficção,"Estados Unidos, Itália, Reino Unido",Estrangeira,Zeta Filmes,Distribuição Nacional,0.0,0.0
815,2018,Boca De Loba,Ficção,Brasil,Brasileira,Olhar Distribuição,Distribuição Nacional,117.0,994.0
816,2018,Bohemian Rhapsody,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,546117.0,10354321.0
817,2018,Bom Comportamento,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,83.0,744.0
818,2018,Boneco de Neve*,Ficção,"Estados Unidos, Reino Unido, Suécia",Estrangeira,Universal,Distribuição Internacional,78.0,769.0
819,2018,"Bonifácio, O Fundador Do Brasil",Documentário,Brasil,Brasileira,Ivin Films,Distribuição Nacional,3749.0,86109.0
820,2018,Bravas Donnas ? Memória Italiana,Documentário,Brasil,Brasileira,Latinamerica Entretenimento Internacional,Distribuição Nacional,103.0,2680.0
821,2018,Bruxarias,Animação,"Espanha, Brasil",Brasileira,Vitrine Filmes,Distribuição Nacional,7.0,40.0
822,2018,Bumblebee,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,708341.0,11572418.0
823,2018,Buscando...,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,218013.0,3925711.0
824,2018,Bye Bye Alemanha,Ficção,"Alemanha, Bélgica, Luxemburgo",Estrangeira,Alphaville Filmes,Distribuição Nacional,85.0,1108.0
825,2018,Bye Bye Jaqueline*,Ficção,Brasil,Brasileira,Lança Filmes,Distribuição Nacional,444.0,4850.0
826,2018,Cachorros,Ficção,"Chile, França",Estrangeira,Imovision,Distribuição Nacional,5097.0,79064.0
827,2018,Cadáver,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,437566.0,5953195.0
828,2018,Café,Ficção,"Bélgica, China, Itália",Estrangeira,Califórnia,Distribuição Nacional,1051.0,17560.0
829,2018,Café Com Canela,Ficção,Brasil,Brasileira,Arco Audiovisual,Distribuição Nacional,10523.0,120842.0
830,2018,Caminho Do Mar,Documentário,Brasil,Brasileira,Bang Filmes,Distribuição Nacional,1037.0,7242.0
831,2018,Camocim,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1572.0,10810.0
832,2018,Canastra Suja,Ficção,Brasil,Brasileira,Arthouse,Distribuição Nacional,2071.0,27185.0
833,2018,Capitão Fantástico,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,153.0,1342.0
834,2018,Carnívoras,Ficção,"Bélgica, França",Estrangeira,Bonfilm,Distribuição Nacional,1692.0,25825.0
835,2018,Carros 3,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1660.0,14212.0
836,2018,Cartas Para Um Ladrão De Livros,Documentário,Brasil,Brasileira,Boutique Filmes,Distribuição Nacional,359.0,5592.0
837,2018,Carvana,Documentário,Brasil,Brasileira,Mac Comunicação,Distribuição Nacional,689.0,7506.0
838,2018,"Chacrinha, O Velho Guerreiro",Ficção,Brasil,Brasileira,Paris,Distribuição Nacional,36195.0,529851.0
839,2018,Chateau - Paris,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,2671.0,34987.0
840,2018,Chega De Fiu Fiu,Documentário,Brasil,Brasileira,Taturana,Distribuição Nacional,884.0,13061.0
841,2018,Christopher Robin - Um Reencontro Inesquecível,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,292386.0,4453661.0
842,2018,Chá Com As Damas,Documentário,Reino Unido,Estrangeira,Supo Mungam Films,Distribuição Nacional,10250.0,159473.0
843,2018,Ciganos Da Ciambra,Ficção,"Alemanha, Brasil, Estados Unidos, França, Itália, Suécia",Estrangeira,Pandora Filmes,Distribuição Nacional,7710.0,110503.0
844,2018,Cinderela,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,130.0,1312.0
845,2018,Cinderela E O Príncipe Secreto,Animação,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,88173.0,1220696.0
846,2018,Cinquenta Tons De Liberdade,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,4331153.0,64423845.0
847,2018,Colette,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Diamond Films,Distribuição Nacional,37716.0,712799.0
848,2018,Colheita Amarga,Ficção,Canadá,Estrangeira,Califórnia,Distribuição Nacional,1903.0,31136.0
849,2018,Colo*,Ficção,Portugal,Estrangeira,Zeta Filmes,Distribuição Nacional,0.0,0.0
850,2018,Columbus,Ficção,Estados Unidos,Estrangeira,Supo Mungam Films,Distribuição Nacional,62.0,780.0
851,2018,"Com Amor, Simon",Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,320226.0,4904427.0
852,2018,"Com Amor, Van Gogh*",Animação,"Polônia, Reino Unido",Estrangeira,Europa,Distribuição Nacional,49603.0,726043.0
853,2018,Comboio De Sal E Açúcar,Ficção,"Brasil, França, Portugal",Brasileira,Livres Filmes,Distribuição Nacional,3130.0,40467.0
854,2018,Comeback,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,5.0,25.0
855,2018,Como Fotografei Os Yanomami,Documentário,Brasil,Brasileira,Descoloniza Filmes,Distribuição Nacional,345.0,3676.0
856,2018,Como Nossos Pais,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,12.0,181.0
857,2018,Como Você Me Vê?,Documentário,Brasil,Brasileira,Bond'S Filmes,Distribuição Nacional,167.0,2305.0
858,2018,Como É  Cruel Viver Assim,Ficção,Brasil,Brasileira,H2O Films,Distribuição Nacional,5181.0,75055.0
859,2018,"Conquistar, Amar E Viver Intensamente",Ficção,França,Estrangeira,Imovision,Distribuição Nacional,5910.0,101576.0
860,2018,Construindo Pontes,Documentário,Brasil,Brasileira,Máquina Filmes,Distribuição Nacional,2538.0,24710.0
861,2018,Cora Coralina - Todas As Vidas,Documentário,Brasil,Brasileira,Tucumán,Distribuição Nacional,3498.0,46362.0
862,2018,Coragem! As Muitas Vidas do Cardeal Dom Paulo Evaristo Arns*,Documentário,Brasil,Brasileira,TV Meio Ambiente,Distribuição Nacional,0.0,0.0
863,2018,Coração De Cowboy,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,30688.0,414522.0
864,2018,Corpo Delito,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,16.0,115.0
865,2018,Corpo e Alma*,Ficção,Hungria,Estrangeira,Imovision,Distribuição Nacional,12571.0,185137.0
866,2018,Corpo Elétrico,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,113.0,359.0
867,2018,Corpo Em Terapia,Documentário,Brasil,Brasileira,Rb6,Distribuição Nacional,607.0,8435.0
868,2018,Corra!,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,2601.0,25518.0
869,2018,Correndo Atrás De Um Pai,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,100159.0,1552208.0
870,2018,Covil De Ladrões,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,57526.0,1093003.0
871,2018,Crimes Em Happytime,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,738.0,12324.0
872,2018,Cromossomo 21,Ficção,Brasil,Brasileira,Alex Pires Duarte,Distribuição Nacional,947.0,10500.0
873,2018,Crô Em Familia,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,478114.0,6822165.0
874,2018,Culpa,Ficção,Dinamarca,Estrangeira,Califórnia,Distribuição Nacional,10234.0,196662.0
875,2018,Custódia,Ficção,França,Estrangeira,Supo Mungam Films,Distribuição Nacional,19985.0,324572.0
876,2018,Câmara de Espelhos,Documentário,Brasil,Brasileira,Inquieta Cinema Cultura e Comunicação,Distribuição Nacional,55.0,338.0
877,2018,Círculo De Fogo: A Revolta,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,847022.0,12777658.0
878,2018,D.P.A. - Detetives do Prédio Azul,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,180.0,2164.0
879,2018,Daphne,Ficção,Reino Unido,Estrangeira,Supo Mungam Films,Distribuição Nacional,3665.0,50852.0
880,2018,David Lynch: A Vida De Um Artista,Documentário,"Dinamarca, Estados Unidos",Estrangeira,Fênix Filmes,Distribuição Nacional,53.0,568.0
881,2018,De Canção Em Canção,Ficção,Estados Unidos,Estrangeira,Supo Mungam Films,Distribuição Nacional,203.0,1585.0
882,2018,De Carona Para O Amor,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,7206.0,104748.0
883,2018,De Encontro Com A Vida,Ficção,Alemanha,Estrangeira,Alpha Filmes,Distribuição Nacional,20267.0,337377.0
884,2018,De Repente Uma Família,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,328085.0,4713271.0
885,2018,De Volta,Ficção,"Bélgica, França, Líbano, Suíça",Estrangeira,Esfera Produções,Distribuição Nacional,1244.0,15747.0
886,2018,Deadpool 2,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,4601084.0,66934777.0
887,2018,Dedo Na Ferida,Documentário,Brasil,Brasileira,Caliban,Distribuição Nacional,4720.0,65100.0
888,2018,Deixe A Luz Do Sol Entrar,Ficção,"Bélgica, França",Estrangeira,Imovision,Distribuição Nacional,55014.0,907763.0
889,2018,Depois Da Tempestade,Ficção,Japão,Estrangeira,Imovision,Distribuição Nacional,268.0,2478.0
890,2018,Depois Daquela Montanha,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,178.0,1780.0
891,2018,Desejo De Matar,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,132403.0,2069104.0
892,2018,Desierto,Ficção,"França, México",Estrangeira,Esfera Produções,Distribuição Nacional,29.0,470.0
893,2018,Desobediência,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,70944.0,1249761.0
894,2018,Detetives do Prédio Azul 2 - O Mistério Italiano,Ficção,Brasil,Brasileira,Paris,Distribuição Nacional,884775.0,12333886.0
895,2018,Detroit Em Rebelião,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,25.0,333.0
896,2018,Deus Não Esta Morto: Uma Luz Na Escuridão,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,272797.0,3743518.0
897,2018,Diamantino,Ficção,"Brasil, França, Portugal",Brasileira,Vitrine Filmes,Distribuição Nacional,2200.0,34233.0
898,2018,Divertida Mente,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,253.0,4530.0
899,2018,Divinas Divas,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,170.0,893.0
900,2018,Diário Da Greve,Ficção,Brasil,Brasileira,Griot Produções,Distribuição Nacional,8.0,95.0
901,2018,Djon África,Ficção,"Brasil, Cabo Verde, Portugal",Brasileira,Vitrine Filmes,Distribuição Nacional,3131.0,20959.0
902,2018,Do Jeito Que Elas Querem,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,164072.0,2882006.0
903,2018,"Dolores - Uma Mulher, Dois Amores",Ficção,"Argentina, Brasil",Brasileira,Tucumán,Distribuição Nacional,162.0,2107.0
904,2018,Dovlatov,Ficção,"Polônia, Rússia, Sérvia",Estrangeira,Imovision,Distribuição Nacional,2122.0,33868.0
905,2018,Duda E Os Gnomos,Animação,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,187739.0,2642153.0
906,2018,Dunkirk,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,5370.0,92134.0
907,2018,Egon Schiele - Morte E Donzela,Ficção,Áustria,Estrangeira,Cineart Filmes,Distribuição Nacional,8292.0,131649.0
908,2018,Eles Só Usam Black Tie,Ficção,África do Sul,Estrangeira,Fênix Filmes,Distribuição Nacional,34.0,280.0
909,2018,Ella E John,Ficção,"França, Itália",Estrangeira,Sony,Distribuição Internacional,35042.0,558927.0
910,2018,Elon Não Acredita Na Morte,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,3.0,24.0
